311,32892
312,29197
313,30073
314,29452
315,28461
316,30960
317,30181
318,37102
319,30074
320,31966
321,34901
322,35688
323,33654
324,33198
325,33388
326,31278
327,30223
328,28884
329,30703
330,26898
331,28962
332,25408
333,24167
334,28799
335,25628
336,26823
337,26525
338,24410
339,21202
340,21758
341,23492
342,26017
343,26097
344,26892
345,27903
346,28301
347,25226
348,29638
349,30175
350,21896
351,25455
352,23872
353,27780
354,28275
355,27494
356,24164
357,26561
358,23215
359,25091
360,27161
361,27584
362,27430
363,28520
364,30536
365,28944
366,30530
367,31152
368,30505
369,27971
370,28005
371,28613
372,29030
373,25046
374,23763
375,21513
376,24768
377,22509
378,20489
379,20928
380,21675
381,23630
382,21346
383,22180
384,25037
385,25228
386,25556
387,23410
388,22945
389,26082
390,25195
391,23609
392,23355
393,24125
394,24168
395,22581
396,19961
397,20171
398,21582
399,20989
400,20809
401,19133
402,18656
403,17949
404,19066
405,6968
406,6977
407,6768
408,7021
409,7394
410,7149
411,7651
412,7810
413,8588
414,7931
415,8043
416,8125
417,7804
418,7116
419,7068
420,6641
421,8810
422,9579
423,10109
424,10690
425,11437
426,12423
427,12524
428,12250
429,11426
430,11313
431,10668
432,10840
433,10593
434,10928
435,10736
436,11235
437,9072
438,9456
439,10669
440,10571
441,9608
442,10069
443,10353
444,10299
445,9194
446,8659
447,10011
448,9699
449,9667
450,10025
451,11561
452,12905
453,12347
454,11387
455,11875
456,11625
457,15161
458,14630
459,14341
460,14077
461,16353
462,24005
463,25945
464,27424
465,29725
466,32528
467,34143
468,33744
469,32712
470,33150
471,33917
472,32112
473,29052
474,27795
475,26725
476,26538
477,24584
478,28374
479,27826
480,29993
481,30083
482,28952
483,30169
484,27975
485,34800
486,32442
487,31872
488,29482
489,28504
490,29190
491,29633
492,28233
493,31707
494,30450
495,30631
496,30127
497,32562
498,29640
499,34183
500,32243
501,37888
502,40030
503,40720
504,51135
505,52190
506,53286
507,60546
508,60052
509,58548
510,73830
511,70709
512,68209
513,65027
514,71739
515,72102
516,71828
517,69213
518,67376
519,61454
520,61298
521,71434
522,60988
523,58816
524,56029
525,53058
526,46592
527,52137
528,50396
529,48670
530,46669
531,49994
532,48538
533,43557
534,45225
535,48886
536,52471
537,46322
538,48825
539,54931
540,49218
541,47866
542,47052
543,44545
544,45589
545,44029
546,47532
547,46476
548,46269
549,46779
550,47416
551,50490
552,48918
553,48561
554,51274
555,49286
556,55736
557,54159
558,45875
559,48646
560,55502
561,48039
562,46870
563,48250
564,50471
565,48933
566,47510
567,47576
568,46638
569,50130
570,47182
571,47567
572,50119
573,51118
574,53200
575,51499
576,52368
577,53509
578,52646
579,53003
580,52242
581,55203
582,53786
583,52309
584,54196
585,48909
586,50760
587,59048
588,43663
589,42987
590,42059
591,40204
592,39811
593,38735
594,39521
595,38978
596,38656
597,38870
598,43405
599,43165
600,39204
601,42228
602,38586
603,38198
604,39279
605,41031
606,42961
607,43229
608,41955
609,45092
610,42247
611,42091
612,45807
613,44262
614,45607
615,43664
616,42903
617,43786
618,42274
619,42177
620,43707
621,42412
622,39478
623,39422
624,36898
625,38899
626,37321
627,39528
628,39432
629,35699
630,36034
631,33267
632,35395
633,35412
634,34561
635,36885
636,35025
637,32999
638,33128
639,33252
640,33173
641,32754
642,33807
643,32708
644,33606
645,34460
646,35933
647,36783
648,34658
649,34164
650,34001
651,33675
652,34004
653,34749
654,33373
655,33270
656,36626
657,37471
658,39328
659,35705
660,38769
661,38659
662,34750
663,35925
664,35040
665,34146
666,37388
667,35208
668,34640
669,34947
670,38109
671,36237
672,35287
673,33833
674,37902
675,33989
676,39327
677,37113
678,40645
679,43381
680,37219
681,30826
682,31891
683,30783
684,32575
685,30012
686,28806
687,27945
688,32058
689,32205
690,31086
691,39304
692,36987
693,35700
694,33085
695,34890
696,35022
697,33491
698,32906
699,31977
700,33126
701,36104
702,37293
703,36166
704,34645
705,37292
706,37216
707,34679
708,33813
709,33429
710,32710
711,32234
712,33835
713,38577
714,36615
715,38508
716,42300
717,48083
718,45673
719,45490
720,48663
721,43725
722,40136
723,38815
724,35454
725,38545
726,36956
727,35225
728,35643
729,35667
730,41594
731,40408
732,48445
733,50311
734,50339
735,45006
736,43101
737,38221
738,36544
739,38336
740,40123
741,36808
742,36860
743,32977
744,30623
745,33545
746,42638
747,33195
748,42105
749,40288
750,40547
751,40851
752,34562
753,32348
754,30719
755,32190
756,31376
757,32224
758,29119
759,31714
760,30157
761,32061
762,35907
763,35429
764,34763
765,37458
766,34094
767,28174
768,27250
769,29142
770,30379
771,30621
772,34038
773,36112
774,37708
775,38412
776,34230
777,41041
778,41606
779,44377
780,47456
781,34426
782,37877
783,38121
784,38847
785,40079
786,35980
787,35431
788,35655
789,37489
790,34088
791,33311
792,34412
793,33542
794,34497
795,35931
